T,A
0.1192017,-2.440128
0.1192322,-2.376372
0.1192627,-2.30089
0.1192932,-2.210083
0.1193237,-2.101901
0.1193542,-1.974575
0.1193848,-1.831788
0.1194153,-1.689101
0.1194458,-1.568744
0.1194763,-1.497272
0.1195068,-1.483616
0.1195374,-1.517462
0.1195679,-1.580708
0.1195984,-1.652508
0.1196289,-1.718556
0.1196594,-1.771819
0.1196899,-1.813414
0.1197205,-1.857135
0.119751,-1.905661
0.1197815,-1.961482
0.119812,-2.016415
0.1198425,-2.062941
0.119873,-2.095083
0.1199036,-2.109982
0.1199341,-2.110506
0.1199646,-2.102293
0.1199951,-2.093729
0.1200256,-2.092718
0.1200562,-2.103863
0.1200867,-2.128583
0.1201172,-2.163849
0.1201477,-2.203928
0.1201782,-2.239161
0.1202087,-2.269029
0.1202393,-2.301083
0.1202698,-2.335302
0.1203003,-2.364432
0.1203308,-2.379864
0.1203613,-2.383102
0.1203918,-2.374329
0.1204224,-2.356675
0.1204529,-2.339869
0.1204834,-2.322749
0.1205139,-2.304842
0.1205444,-2.287066
0.120575,-2.270504
0.1206055,-2.250529
0.120636,-2.222986
0.1206665,-2.184247
0.120697,-2.135808
0.1207275,-2.074138
0.1207581,-1.994666
0.1207886,-1.899774
0.1208191,-1.796506
0.1208496,-1.701228
0.1208801,-1.622997
0.1209106,-1.574816
0.1209412,-1.553536
0.1209717,-1.554829
0.1210022,-1.573249
0.1210327,-1.606873
0.1210632,-1.656103
0.1210938,-1.71365
0.1211243,-1.778926
0.1211548,-1.849546
0.1211853,-1.919346
0.1212158,-1.976777
0.1212463,-2.007834
0.1212769,-2.003309
0.1213074,-1.963022
0.1213379,-1.89035
0.1213684,-1.785104
0.1213989,-1.655886
0.1214294,-1.512845
0.12146,-1.372362
0.1214905,-1.249582
0.121521,-1.162174
0.1215515,-1.113005
0.121582,-1.09718
0.1216125,-1.100025
0.1216431,-1.113723
0.1216736,-1.133926
0.1217041,-1.157169
0.1217346,-1.185412
0.1217651,-1.211042
0.1217957,-1.23007
0.1218262,-1.23624
0.1218567,-1.228687
0.1218872,-1.206608
0.1219177,-1.177534
0.1219482,-1.151143
0.1219788,-1.133256
0.1220093,-1.13058
0.1220398,-1.145424
0.1220703,-1.167397
0.1221008,-1.187674
0.1221313,-1.197823
0.1221619,-1.204034
0.1221924,-1.211414
0.1222229,-1.220037
0.1222534,-1.228267
0.1222839,-1.233098
0.1223145,-1.230389
0.122345,-1.212241
0.1223755,-1.176452
0.122406,-1.128685
0.1224365,-1.082491
0.122467,-1.05465
0.1224976,-1.062096
0.1225281,-1.103196
0.1225586,-1.161165
0.1225891,-1.22279
0.1226196,-1.286597
0.1226501,-1.350413
0.1226807,-1.40644
0.1227112,-1.443148
0.1227417,-1.449983
0.1227722,-1.422935
0.1228027,-1.365193
0.1228333,-1.288725
0.1228638,-1.20681
0.1228943,-1.123582
0.1229248,-1.047653
0.1229553,-0.9865241
0.1229858,-0.9450709
0.1230164,-0.9130782
0.1230469,-0.8880646
0.1230774,-0.8800975
0.1231079,-0.9020863
0.1231384,-0.9498769
0.1231689,-1.004358
0.1231995,-1.052968
0.12323,-1.093266
0.1232605,-1.122208
0.123291,-1.137457
0.1233215,-1.13632
0.1233521,-1.116383
0.1233826,-1.074462
0.1234131,-1.019922
0.1234436,-0.9609928
0.1234741,-0.8986765
0.1235046,-0.8337154
0.1235352,-0.7699161
0.1235657,-0.7168277
0.1235962,-0.6805713
0.1236267,-0.6601866
0.1236572,-0.6445994
0.1236877,-0.6227648
0.1237183,-0.5950199
0.1237488,-0.5578864
0.1237793,-0.5172181
0.1238098,-0.4742149
0.1238403,-0.4319653
0.1238708,-0.3948926
0.1239014,-0.3689036
0.1239319,-0.3546097
0.1239624,-0.3450676
0.1239929,-0.3370908
0.1240234,-0.3343221
0.124054,-0.3382581
0.1240845,-0.3433727
0.124115,-0.3500136
0.1241455,-0.3580851
0.124176,-0.3666985
0.1242065,-0.3677194
0.1242371,-0.3564071
0.1242676,-0.3317876
0.1242981,-0.2983365
0.1243286,-0.2626999
0.1243591,-0.2294309
0.1243896,-0.2003389
0.1244202,-0.1753062
0.1244507,-0.1490731
0.1244812,-0.1223752
0.1245117,-0.100524
0.1245422,-8.43E-02
0.1245728,-0.0707435
0.1246033,-5.87E-02
0.1246338,-5.13E-02
0.1246643,-5.20E-02
0.1246948,-0.0551846
0.1247253,-5.78E-02
0.1247559,-6.28E-02
0.1247864,-6.59E-02
0.1248169,-6.70E-02
0.1248474,-6.40E-02
0.1248779,-0.0605091
0.1249084,-6.09E-02
0.124939,-6.66E-02
0.1249695,-7.77E-02
0.125,-9.93E-02
0.1250305,-0.1288181
0.125061,-0.1621515
0.1250916,-0.199485
0.1251221,-0.2399685
0.1251526,-0.282449
0.1251831,-0.3264482
0.1252136,-0.3719618
0.1252441,-0.4143469
0.1252747,-0.4502701
0.1253052,-0.4707611
0.1253357,-0.4768525
0.1253662,-0.4721381
0.1253967,-0.4545257
0.1254272,-0.4268877
0.1254578,-0.3930658
0.1254883,-0.3547853
0.1255188,-0.3141641
0.1255493,-0.2708423
0.1255798,-0.2249035
0.1256104,-0.1791778
0.1256409,-0.1407296
0.1256714,-0.1138273
0.1257019,-9.33E-02
0.1257324,-7.54E-02
0.1257629,-6.42E-02
0.1257935,-6.39E-02
0.125824,-6.79E-02
0.1258545,-0.0676697
0.125885,-6.36E-02
0.1259155,-5.93E-02
0.125946,-0.0560241
0.1259766,-6.05E-02
0.1260071,-6.53E-02
0.1260376,-6.56E-02
0.1260681,-6.32E-02
0.1260986,-6.49E-02
0.1261292,-6.92E-02
0.1261597,-0.0655813
0.1261902,-5.29E-02
0.1262207,-2.98E-02
0.1262512,-5.60E-04
0.1262817,3.20E-02
0.1263123,0.0692817
0.1263428,0.1154196
0.1263733,0.1690637
0.1264038,0.2225491
0.1264343,0.2678195
0.1264648,0.3057968
0.1264954,0.3363172
0.1265259,0.3551279
0.1265564,0.3574689
0.1265869,0.3501741
0.1266174,0.3448201
0.1266479,0.3442856
0.1266785,0.3383803
0.126709,0.3195195
0.1267395,0.2941923
0.12677,0.2701827
0.1268005,0.2513172
0.1268311,0.2402221
0.1268616,0.2335196
0.1268921,0.2359742
0.1269226,0.252429
0.1269531,0.2897894
0.1269836,0.344124
0.1270142,0.4016543
0.1270447,0.4577636
0.1270752,0.5131878
0.1271057,0.567654
0.1271362,0.6137793
0.1271667,0.6486254
0.1271973,0.6770136
0.1272278,0.7063461
0.1272583,0.7363151
0.1272888,0.7672852
0.1273193,0.8028088
0.1273499,0.8465815
0.1273804,0.8994815
0.1274109,0.9534279
0.1274414,0.9991553
0.1274719,1.031498
0.1275024,1.053298
0.127533,1.074319
0.1275635,1.091649
0.127594,1.098691
0.1276245,1.097882
0.127655,1.095179
0.1276855,1.095471
0.1277161,1.09594
0.1277466,1.096115
0.1277771,1.096942
0.1278076,1.100936
0.1278381,1.107907
0.1278687,1.111147
0.1278992,1.102824
0.1279297,1.084738
0.1279602,1.063416
0.1279907,1.049411
0.1280212,1.04171
0.1280518,1.03337
0.1280823,1.01925
0.1281128,1.001715
0.1281433,0.9806075
0.1281738,0.954273
0.1282043,0.918026
0.1282349,0.8752348
0.1282654,0.8303877
0.1282959,0.7888309
0.1283264,0.753104
0.1283569,0.7200179
0.1283875,0.6915492
0.128418,0.6749489
0.1284485,0.6805462
0.128479,0.7028192
0.1285095,0.7337431
0.12854,0.768931
0.1285706,0.8079439
0.1286011,0.8525571
0.1286316,0.9046778
0.1286621,0.956916
0.1286926,0.9959502
0.1287231,1.02
0.1287537,1.030722
0.1287842,1.022171
0.1288147,0.9916811
0.1288452,0.9626122
0.1288757,0.9567648
0.1289063,0.9630145
0.1289368,0.9665282
0.1289673,0.9728367
0.1289978,0.9832143
0.1290283,0.990921
0.1290588,0.9985121
0.1290894,1.008078
0.1291199,1.011619
0.1291504,1.003993
0.1291809,0.9951013
0.1292114,0.9893125
0.1292419,0.9836425
0.1292725,0.9762446
0.129303,0.9667877
0.1293335,0.9652262
0.129364,0.9795804
0.1293945,1.008847
0.129425,1.044486
0.1294556,1.089731
0.1294861,1.147212
0.1295166,1.209068
0.1295471,1.263583
0.1295776,1.311234
0.1296082,1.353857
0.1296387,1.384916
0.1296692,1.395274
0.1296997,1.388555
0.1297302,1.372038
0.1297607,1.358627
0.1297913,1.356889
0.1298218,1.376117
0.1298523,1.424708
0.1298828,1.500553
0.1299133,1.597249
0.1299438,1.705309
0.1299744,1.821056
0.1300049,1.93368
0.1300354,2.029381
0.1300659,2.107761
0.1300964,2.176021
0.130127,2.222593
0.1301575,2.235539
0.130188,2.213043
0.1302185,2.158922
0.130249,2.081622
0.1302795,1.99271
0.1303101,1.905112
0.1303406,1.819296
0.1303711,1.740675
0.1304016,1.672252
0.1304321,1.610261
0.1304626,1.563124
0.1304932,1.542993
0.1305237,1.557761
0.1305542,1.600163
0.1305847,1.659689
0.1306152,1.720608
0.1306458,1.772371
0.1306763,1.825332
0.1307068,1.883426
0.1307373,1.942625
0.1307678,1.989239
0.1307983,2.019364
0.1308289,2.037424
0.1308594,2.048638
0.1308899,2.050721
0.1309204,2.037456
0.1309509,2.004978
0.1309814,1.955704
0.131012,1.896285
0.1310425,1.835567
0.131073,1.770015
0.1311035,1.705822
0.131134,1.641412
0.1311646,1.575809
0.1311951,1.514923
0.1312256,1.462357
0.1312561,1.413832
0.1312866,1.366439
0.1313171,1.322417
0.1313477,1.289936
0.1313782,1.277893
0.1314087,1.291283
0.1314392,1.323234
0.1314697,1.360466
0.1315002,1.395946
0.1315308,1.42707
0.1315613,1.449851
0.1315918,1.466294
0.1316223,1.474526
0.1316528,1.471103
0.1316833,1.460604
0.1317139,1.456124
0.1317444,1.459266
0.1317749,1.459769
0.1318054,1.450821
0.1318359,1.434094
0.1318665,1.4164
0.131897,1.399404
0.1319275,1.386415
0.131958,1.382642
0.1319885,1.388396
0.132019,1.398951
0.1320496,1.409289
0.1320801,1.420115
0.1321106,1.42848
0.1321411,1.436451
0.1321716,1.44667
0.1322021,1.457834
0.1322327,1.462706
0.1322632,1.451966
0.1322937,1.433528
0.1323242,1.417576
0.1323547,1.401753
0.1323853,1.380519
0.1324158,1.363885
0.1324463,1.361084
0.1324768,1.370355
0.1325073,1.389499
0.1325378,1.416752
0.1325684,1.454013
0.1325989,1.506565
0.1326294,1.57533
0.1326599,1.649811
0.1326904,1.714643
0.1327209,1.770401
0.1327515,1.823455
0.132782,1.87592
0.1328125,1.926788
0.132843,1.970068
0.1328735,2.002332
0.1329041,2.020144
0.1329346,2.023039
0.1329651,2.013377
0.1329956,1.992213
0.1330261,1.966109
0.1330566,1.944416
0.1330872,1.93341
0.1331177,1.932756
0.1331482,1.93193
0.1331787,1.922645
0.1332092,1.909473
0.1332397,1.894619
0.1332703,1.875068
0.1333008,1.854678
0.1333313,1.839936
0.1333618,1.829056
0.1333923,1.816826
0.1334229,1.805278
0.1334534,1.795738
0.1334839,1.780495
0.1335144,1.762478
0.1335449,1.74931
0.1335754,1.741802
0.133606,1.737848
0.1336365,1.747234
0.133667,1.771756
0.1336975,1.802265
0.133728,1.836348
0.1337585,1.868228
0.1337891,1.893501
0.1338196,1.907058
0.1338501,1.915964
0.1338806,1.925541
0.1339111,1.933103
0.1339417,1.934732
0.1339722,1.923746
0.1340027,1.900881
0.1340332,1.875171
0.1340637,1.850149
0.1340942,1.826926
0.1341248,1.809023
0.1341553,1.794243
0.1341858,1.775956
0.1342163,1.757254
0.1342468,1.743051
0.1342773,1.723784
0.1343079,1.696932
0.1343384,1.671519
0.1343689,1.650074
0.1343994,1.627306
0.1344299,1.602794
0.1344604,1.583956
0.134491,1.574517
0.1345215,1.573092
0.134552,1.57574
0.1345825,1.574118
0.134613,1.562318
0.1346436,1.54856
0.1346741,1.540997
0.1347046,1.538622
0.1347351,1.536141
0.1347656,1.530427
0.1347961,1.521624
0.1348267,1.516837
0.1348572,1.515949
0.1348877,1.510526
0.1349182,1.497132
0.1349487,1.479679
0.1349792,1.464265
0.1350098,1.45551
0.1350403,1.451855
0.1350708,1.444755
0.1351013,1.434954
0.1351318,1.43323
0.1351624,1.442233
0.1351929,1.450657
0.1352234,1.452966
0.1352539,1.447008
0.1352844,1.436529
0.1353149,1.422426
0.1353455,1.414185
0.135376,1.418031
0.1354065,1.429018
0.135437,1.435255
0.1354675,1.426426
0.135498,1.409253
0.1355286,1.394456
0.1355591,1.389062
0.1355896,1.394939
0.1356201,1.410149
0.1356506,1.436467
0.1356812,1.472416
0.1357117,1.512718
0.1357422,1.549369
0.1357727,1.581933
0.1358032,1.610392
0.1358337,1.634772
0.1358643,1.658196
0.1358948,1.682438
0.1359253,1.695378
0.1359558,1.687388
0.1359863,1.667253
0.1360168,1.644068
0.1360474,1.627027
0.1360779,1.611933
0.1361084,1.598063
0.1361389,1.575955
0.1361694,1.550269
0.1362,1.528994
0.1362305,1.520664
0.136261,1.518805
0.1362915,1.514489
0.136322,1.511187
0.1363525,1.511138
0.1363831,1.517996
0.1364136,1.528554
0.1364441,1.537521
0.1364746,1.545834
0.1365051,1.553387
0.1365356,1.561006
0.1365662,1.569149
0.1365967,1.57644
0.1366272,1.580547
0.1366577,1.579802
0.1366882,1.576535
0.1367188,1.567991
0.1367493,1.554216
0.1367798,1.537741
0.1368103,1.520754
0.1368408,1.509439
0.1368713,1.500238
0.1369019,1.492064
0.1369324,1.481526
0.1369629,1.462939
0.1369934,1.441573
0.1370239,1.423006
0.1370544,1.403476
0.137085,1.38262
0.1371155,1.366362
0.137146,1.355574
0.1371765,1.346199
0.137207,1.334922
0.1372375,1.320404
0.1372681,1.306104
0.1372986,1.294095
0.1373291,1.28277
0.1373596,1.269013
0.1373901,1.251658
0.1374207,1.233245
0.1374512,1.216434
0.1374817,1.195482
0.1375122,1.1715
0.1375427,1.148569
0.1375732,1.129342
0.1376038,1.115395
0.1376343,1.101498
0.1376648,1.082826
0.1376953,1.061027
0.1377258,1.051519
0.1377563,1.063655
0.1377869,1.08581
0.1378174,1.106743
0.1378479,1.115623
0.1378784,1.120111
0.1379089,1.124583
0.1379395,1.126964
0.13797,1.126696
0.1380005,1.122167
0.138031,1.118546
0.1380615,1.120287
0.138092,1.126201
0.1381226,1.129745
0.1381531,1.1191
0.1381836,1.090597
0.1382141,1.059373
0.1382446,1.039551
0.1382751,1.0255
0.1383057,1.0093
0.1383362,0.9965888
0.1383667,0.9991665
0.1383972,1.019068
0.1384277,1.048876
0.1384583,1.0788
0.1384888,1.099394
0.1385193,1.10322
0.1385498,1.093879
0.1385803,1.075465
0.1386108,1.05728
0.1386414,1.038239
0.1386719,1.023608
0.1387024,1.016262
0.1387329,1.01302
0.1387634,1.004627
0.1387939,0.9901484
0.1388245,0.9797182
0.138855,0.9788339
0.1388855,0.9792911
0.138916,0.9722212
0.1389465,0.9531122
0.1389771,0.9259635
0.1390076,0.9004097
0.1390381,0.8812074
0.1390686,0.872658
0.1390991,0.8705826
0.1391296,0.8705849
0.1391602,0.8693177
0.1391907,0.8577054
0.1392212,0.8366757
0.1392517,0.805903
0.1392822,0.7693956
0.1393127,0.7381709
0.1393433,0.7215378
0.1393738,0.717657
0.1394043,0.7133263
0.1394348,0.7044574
0.1394653,0.6912609
0.1394958,0.6766476
0.1395264,0.663795
0.1395569,0.6485176
0.1395874,0.6281058
0.1396179,0.6006661
0.1396484,0.5718478
0.139679,0.5510998
0.1397095,0.5390111
0.13974,0.5368556
0.1397705,0.5475976
0.139801,0.5694786
0.1398315,0.6005461
0.1398621,0.6322612
0.1398926,0.6582591
0.1399231,0.671124
0.1399536,0.6724015
0.1399841,0.6668829
0.1400146,0.6494749
0.1400452,0.6235964
0.1400757,0.5925204
0.1401062,0.5618761
0.1401367,0.5343021
0.1401672,0.5105379
0.1401978,0.4942663
0.1402283,0.4820341
0.1402588,0.4760888
0.1402893,0.4788704
0.1403198,0.4868156
0.1403503,0.4925866
0.1403809,0.4877966
0.1404114,0.4780128
0.1404419,0.4692604
0.1404724,0.4680523
0.1405029,0.471225
0.1405334,0.4708323
0.140564,0.4689742
0.1405945,0.4728567
0.140625,0.4858825
0.1406555,0.4976206
0.140686,0.5020473
0.1407166,0.5015624
0.1407471,0.4999936
0.1407776,0.5016773
0.1408081,0.5011117
0.1408386,0.496365
0.1408691,0.490439
0.1408997,0.4840845
0.1409302,0.4829943
0.1409607,0.4881004
0.1409912,0.4939847
0.1410217,0.4959452
0.1410522,0.4942825
0.1410828,0.5015184
0.1411133,0.5149131
0.1411438,0.5280719
0.1411743,0.537303
0.1412048,0.5437762
0.1412354,0.5492384
0.1412659,0.5501524
0.1412964,0.5458739
0.1413269,0.5331669
0.1413574,0.5135033
0.1413879,0.4955229
0.1414185,0.4837685
0.141449,0.4769418
0.1414795,0.4665915
0.14151,0.453902
0.1415405,0.4447848
0.141571,0.4344237
0.1416016,0.4239819
0.1416321,0.4104079
0.1416626,0.3962277
0.1416931,0.3914375
0.1417236,0.3994456
0.1417542,0.4154418
0.1417847,0.4300969
0.1418152,0.4432772
0.1418457,0.4562226
0.1418762,0.4679722
0.1419067,0.4775984
0.1419373,0.4810175
0.1419678,0.4778035
0.1419983,0.4691337
0.1420288,0.4615992
0.1420593,0.4562499
0.1420898,0.4454659
0.1421204,0.431703
0.1421509,0.4224461
0.1421814,0.4241071
0.1422119,0.4312858
0.1422424,0.4346292
0.1422729,0.4243514
0.1423035,0.4035556
0.142334,0.3807385
0.1423645,0.3586981
0.142395,0.3345483
0.1424255,0.3080049
0.1424561,0.2773654
0.1424866,0.2515215
0.1425171,0.2377237
0.1425476,0.2288598
0.1425781,0.2163108
0.1426086,0.1984234
0.1426392,0.1773327
0.1426697,0.1525744
0.1427002,0.1213355
0.1427307,8.47E-02
0.1427612,5.04E-02
0.1427917,3.58E-02
0.1428223,4.11E-02
0.1428528,6.05E-02
0.1428833,8.11E-02
0.1429138,9.51E-02
0.1429443,0.1057059
0.1429749,0.1136214
0.1430054,0.1166936
0.1430359,0.1063447
0.1430664,8.83E-02
0.1430969,8.52E-02
0.1431274,0.1072978
0.143158,0.1515991
0.1431885,0.2052271
0.143219,0.264159
0.1432495,0.3259237
0.14328,0.3862412
0.1433105,0.4369821
0.1433411,0.468879
0.1433716,0.4791593
0.1434021,0.4857178
0.1434326,0.503503
0.1434631,0.5257555
0.1434937,0.5353585
0.1435242,0.5319489
0.1435547,0.5247318
0.1435852,0.5178066
0.1436157,0.5034518
0.1436462,0.464353
0.1436768,0.397128
0.1437073,0.3099389
0.1437378,0.2257885
0.1437683,0.1504826
0.1437988,7.58E-02
0.1438293,-8.06E-03
0.1438599,-0.0958063
0.1438904,-0.1768789
0.1439209,-0.2497546
0.1439514,-0.3208944
0.1439819,-0.3904703
0.1440125,-0.4506128
0.144043,-0.489445
0.1440735,-0.5013928
0.144104,-0.4958663
0.1441345,-0.4877282
0.144165,-0.481258
0.1441956,-0.4617266
0.1442261,-0.4231721
0.1442566,-0.3738392
0.1442871,-0.3208979
0.1443176,-0.266479
0.1443481,-0.2131959
0.1443787,-0.167134
0.1444092,-0.13363
0.1444397,-0.1160077
0.1444702,-0.1148655
0.1445007,-0.1215385
0.1445313,-0.127995
0.1445618,-0.1341744
0.1445923,-0.1407031
0.1446228,-0.1454897
0.1446533,-0.1482489
0.1446838,-0.1566459
0.1447144,-0.1737329
0.1447449,-0.2001884
0.1447754,-0.2376659
0.1448059,-0.2864717
0.1448364,-0.3479486
0.1448669,-0.4208878
0.1448975,-0.5012455
0.144928,-0.5734987
0.1449585,-0.6261179
0.144989,-0.6613523
0.1450195,-0.6886018
0.14505,-0.7120532
0.1450806,-0.7253689
0.1451111,-0.7235708
0.1451416,-0.7123451
0.1451721,-0.6877952
0.1452026,-0.6524135
0.1452332,-0.608777
0.1452637,-0.5631642
0.1452942,-0.5166789
0.1453247,-0.471216
0.1453552,-0.4360347
0.1453857,-0.410406
0.1454163,-0.3892844
0.1454468,-0.3782884
0.1454773,-0.3850969
0.1455078,-0.4025213
0.1455383,-0.4230717
0.1455688,-0.4456563
0.1455994,-0.4748167
0.1456299,-0.5058815
0.1456604,-0.5302396
0.1456909,-0.544811
0.1457214,-0.5522768
0.145752,-0.5548839
0.1457825,-0.5610373
0.145813,-0.5757936
0.1458435,-0.598489
0.145874,-0.6266609
0.1459045,-0.6569527
0.1459351,-0.6888707
0.1459656,-0.7250652
0.1459961,-0.7619695
0.1460266,-0.7994139
0.1460571,-0.8410129
0.1460876,-0.8874115
0.1461182,-0.9350416
0.1461487,-0.9755378
0.1461792,-1.009941
0.1462097,-1.035628
0.1462402,-1.049814
0.1462708,-1.04925
0.1463013,-1.035881
0.1463318,-1.018454
0.1463623,-0.9987208
0.1463928,-0.9792194
0.1464233,-0.9584849
0.1464539,-0.9379089
0.1464844,-0.9180101
0.1465149,-0.8996105
0.1465454,-0.8870856
0.1465759,-0.8796568
0.1466064,-0.8776006
0.146637,-0.8745549
0.1466675,-0.8739556
0.146698,-0.877612
0.1467285,-0.887176
0.146759,-0.9029523
0.1467896,-0.9284185
0.1468201,-0.9665242
0.1468506,-1.012582
0.1468811,-1.061519
0.1469116,-1.116121
0.1469421,-1.174663
0.1469727,-1.235593
0.1470032,-1.29364
0.1470337,-1.350796
0.1470642,-1.410694
0.1470947,-1.470352
0.1471252,-1.520476
0.1471558,-1.553219
0.1471863,-1.557748
0.1472168,-1.51868
0.1472473,-1.444036
0.1472778,-1.392199
0.1473083,-1.460383
0.1473389,-1.736053
0.1473694,-2.239361
0.1473999,-2.896152
0.1474304,-3.571615
0.1474609,-4.112472
0.1474915,-4.421878
0.147522,-4.515692
0.1475525,-4.500965
0.147583,-4.496408
0.1476135,-4.557856
0.147644,-4.649063
0.1476746,-4.679463
0.1477051,-4.546771
0.1477356,-4.197116
0.1477661,-3.643513
0.1477966,-2.95897
0.1478271,-2.228663
0.1478577,-1.50519
0.1478882,-0.8166726
0.1479187,-0.1800801
0.1479492,0.3873593
0.1479797,0.8629852
0.1480103,1.207276
0.1480408,1.350329
0.1480713,1.22586
0.1481018,0.8188056
0.1481323,0.1776785
0.1481628,-0.6140558
0.1481934,-1.467767
0.1482239,-2.301851
0.1482544,-3.048319
0.1482849,-3.651553
0.1483154,-4.089686
0.1483459,-4.369061
0.1483765,-4.5181
0.148407,-4.568489
0.1484375,-4.524155
0.148468,-4.351031
0.1484985,-4.008644
0.1485291,-3.507212
0.1485596,-2.921958
0.1485901,-2.333537
0.1486206,-1.801958
0.1486511,-1.352933
0.1486816,-0.9912348
0.1487122,-0.7098113
0.1487427,-0.512646
0.1487732,-0.4131259
0.1488037,-0.4209707
0.1488342,-0.513754
0.1488647,-0.640041
0.1488953,-0.7481215
0.1489258,-0.8164219
0.1489563,-0.8485878
0.1489868,-0.8770489
0.1490173,-0.9359028
0.1490479,-1.043638
0.1490784,-1.186194
0.1491089,-1.336179
0.1491394,-1.483944
0.1491699,-1.634407
0.1492004,-1.794338
0.149231,-1.954217
0.1492615,-2.096956
0.149292,-2.205279
0.1493225,-2.267088
0.149353,-2.281804
0.1493835,-2.24946
0.1494141,-2.166534
0.1494446,-2.030112
0.1494751,-1.840121
0.1495056,-1.612695
0.1495361,-1.378241
0.1495667,-1.180431
0.1495972,-1.049963
0.1496277,-0.9864422
0.1496582,-0.9790108
0.1496887,-1.01107
0.1497192,-1.056392
0.1497498,-1.072171
0.1497803,-1.023833
0.1498108,-0.9059932
0.1498413,-0.7331971
0.1498718,-0.532355
0.1499023,-0.3379508
0.1499329,-0.1965074
0.1499634,-0.1455888
0.1499939,-0.197558
0.1500244,-0.3498367
0.1500549,-0.5924986
0.1500854,-0.916559
0.150116,-1.305458
0.1501465,-1.742419
0.150177,-2.207371
0.1502075,-2.66888
0.150238,-3.078598
0.1502686,-3.402163
0.1502991,-3.625473
0.1503296,-3.749773
0.1503601,-3.769083
0.1503906,-3.677795
0.1504211,-3.484518
0.1504517,-3.221949
0.1504822,-2.937104
0.1505127,-2.659094
0.1505432,-2.400324
0.1505737,-2.16819
0.1506042,-1.970526
0.1506348,-1.818669
0.1506653,-1.722401
0.1506958,-1.675394
0.1507263,-1.651745
0.1507568,-1.617351
0.1507874,-1.547535
0.1508179,-1.441157
0.1508484,-1.316822
0.1508789,-1.186726
0.1509094,-1.062602
0.1509399,-0.9581378
0.1509705,-0.8892571
0.151001,-0.8670196
0.1510315,-0.8934833
0.151062,-0.9728826
0.1510925,-1.099812
0.151123,-1.251454
0.1511536,-1.400766
0.1511841,-1.53254
0.1512146,-1.650423
0.1512451,-1.767635
0.1512756,-1.895317
0.1513062,-2.023843
0.1513367,-2.136135
0.1513672,-2.210721
0.1513977,-2.237173
0.1514282,-2.21481
0.1514587,-2.152567
0.1514893,-2.049375
0.1515198,-1.900781
0.1515503,-1.710995
0.1515808,-1.507732
0.1516113,-1.332348
0.1516418,-1.215959
0.1516724,-1.168403
0.1517029,-1.163893
0.1517334,-1.158124
0.1517639,-1.114433
0.1517944,-1.017479
0.151825,-0.8793057
0.1518555,-0.7230803
0.151886,-0.5737073
0.1519165,-0.4446885
0.151947,-0.34334
0.1519775,-0.2699243
0.1520081,-0.2226736
0.1520386,-0.2037765
0.1520691,-0.217705
0.1520996,-0.2676216
0.1521301,-0.3591524
0.1521606,-0.4971912
0.1521912,-0.6872137
0.1522217,-0.9211156
0.1522522,-1.17847
0.1522827,-1.430405
0.1523132,-1.64988
0.1523438,-1.81658
0.1523743,-1.916485
0.1524048,-1.950596
0.1524353,-1.929861
0.1524658,-1.870432
0.1524963,-1.794919
0.1525269,-1.724286
0.1525574,-1.682094
0.1525879,-1.677926
0.1526184,-1.701275
0.1526489,-1.736611
0.1526794,-1.773418
0.15271,-1.815919
0.1527405,-1.869195
0.152771,-1.931936
0.1528015,-1.993953
0.152832,-2.039747
0.1528625,-2.060798
0.1528931,-2.060013
0.1529236,-2.049883
0.1529541,-2.047373
0.1529846,-2.057954
0.1530151,-2.076113
0.1530457,-2.094401
0.1530762,-2.117912
0.1531067,-2.151683
0.1531372,-2.192986
0.1531677,-2.23672
0.1531982,-2.2727
0.1532288,-2.290052
0.1532593,-2.285835
0.1532898,-2.271916
0.1533203,-2.266923
0.1533508,-2.283892
0.1533813,-2.328044
0.1534119,-2.381882
0.1534424,-2.429923
0.1534729,-2.460143
0.1535034,-2.473473
0.1535339,-2.477162
0.1535645,-2.481717
0.153595,-2.499786
0.1536255,-2.531302
0.153656,-2.565563
0.1536865,-2.598152
0.153717,-2.619416
0.1537476,-2.614551
0.1537781,-2.575938
0.1538086,-2.514987
0.1538391,-2.457731
0.1538696,-2.416595
0.1539001,-2.393992
0.1539307,-2.385952
0.1539612,-2.383204
0.1539917,-2.370446
0.1540222,-2.338045
0.1540527,-2.292005
0.1540833,-2.238358
0.1541138,-2.181229
0.1541443,-2.121422
0.1541748,-2.063308
0.1542053,-2.012879
0.1542358,-1.965309
0.1542664,-1.913587
0.1542969,-1.848475
0.1543274,-1.767357
0.1543579,-1.676942
0.1543884,-1.589553
0.1544189,-1.524091
0.1544495,-1.496211
0.15448,-1.513765
0.1545105,-1.562303
0.154541,-1.626774
0.1545715,-1.698255
0.1546021,-1.763634
0.1546326,-1.81739
0.1546631,-1.856927
0.1546936,-1.886648
0.1547241,-1.901848
0.1547546,-1.895852
0.1547852,-1.873798
0.1548157,-1.837819
0.1548462,-1.786595
0.1548767,-1.722332
0.1549072,-1.651703
0.1549377,-1.580615
0.1549683,-1.515342
0.1549988,-1.454952
0.1550293,-1.39545
0.1550598,-1.330563
0.1550903,-1.256048
0.1551208,-1.168009
0.1551514,-1.074035
0.1551819,-0.9802166
0.1552124,-0.8841877
0.1552429,-0.7807972
0.1552734,-0.668234
0.155304,-0.5568684
