T,A
0.1052551,1.257962
0.1052856,1.239265
0.1053162,1.190706
0.1053467,1.140441
0.1053772,1.084873
0.1054077,1.059357
0.1054382,1.045746
0.1054688,1.02405
0.1054993,1.022305
0.1055298,1.007867
0.1055603,0.9852841
0.1055908,0.9627583
0.1056213,0.9194151
0.1056519,0.8780152
0.1056824,0.8439856
0.1057129,0.8008884
0.1057434,0.775237
0.1057739,0.7650321
0.1058044,0.7811578
0.105835,0.8263516
0.1058655,0.8732533
0.105896,0.9063552
0.1059265,0.9357647
0.105957,0.9677781
0.1059875,0.9870687
0.1060181,0.9826838
0.1060486,0.9655507
0.1060791,0.9176371
0.1061096,0.8598381
0.1061401,0.8112841
0.1061707,0.742837
0.1062012,0.6755459
0.1062317,0.6310757
0.1062622,0.6158354
0.1062927,0.6133289
0.1063232,0.5880607
0.1063538,0.5538244
0.1063843,0.5214474
0.1064148,0.4846992
0.1064453,0.4615968
0.1064758,0.4676681
0.1065063,0.5190707
0.1065369,0.6274636
0.1065674,0.7964177
0.1065979,0.9776144
0.1066284,1.171997
0.1066589,1.345839
0.1066895,1.52196
0.10672,1.670385
0.1067505,1.784778
0.106781,1.862606
0.1068115,1.907505
0.106842,1.935921
0.1068726,1.9316
0.1069031,1.893654
0.1069336,1.827786
0.1069641,1.760196
0.1069946,1.683685
0.1070251,1.626476
0.1070557,1.575761
0.1070862,1.533354
0.1071167,1.536465
0.1071472,1.5359
0.1071777,1.556205
0.1072083,1.582799
0.1072388,1.63019
0.1072693,1.683797
0.1072998,1.727245
0.1073303,1.766056
0.1073608,1.791207
0.1073914,1.799866
0.1074219,1.823999
0.1074524,1.842568
0.1074829,1.846555
0.1075134,1.849549
0.1075439,1.871693
0.1075745,1.904635
0.107605,1.948409
0.1076355,1.981134
0.107666,2.017365
0.1076965,2.038967
0.1077271,2.053241
0.1077576,2.062099
0.1077881,2.049075
0.1078186,2.039741
0.1078491,2.014066
0.1078796,1.984852
0.1079102,1.947469
0.1079407,1.92208
0.1079712,1.908471
0.1080017,1.899469
0.1080322,1.896832
0.1080627,1.906891
0.1080933,1.916977
0.1081238,1.929654
0.1081543,1.945098
0.1081848,1.95317
0.1082153,1.945833
0.1082458,1.950288
0.1082764,1.939283
0.1083069,1.941911
0.1083374,1.93183
0.1083679,1.915422
0.1083984,1.874514
0.108429,1.83554
0.1084595,1.768525
0.10849,1.725304
0.1085205,1.674013
0.108551,1.652759
0.1085815,1.649745
0.1086121,1.664006
0.1086426,1.676332
0.1086731,1.70229
0.1087036,1.738184
0.1087341,1.764942
0.1087646,1.775205
0.1087952,1.780917
0.1088257,1.774828
0.1088562,1.766918
0.1088867,1.738088
0.1089172,1.70121
0.1089478,1.656186
0.1089783,1.622261
0.1090088,1.582989
0.1090393,1.559197
0.1090698,1.54181
0.1091003,1.540822
0.1091309,1.567053
0.1091614,1.595039
0.1091919,1.615682
0.1092224,1.614475
0.1092529,1.582382
0.1092834,1.55397
0.109314,1.524773
0.1093445,1.513777
0.109375,1.527279
0.1094055,1.561675
0.109436,1.635951
0.1094666,1.729922
0.1094971,1.800077
0.1095276,1.861799
0.1095581,1.917064
0.1095886,1.940375
0.1096191,1.937312
0.1096497,1.901535
0.1096802,1.864076
0.1097107,1.819448
0.1097412,1.774871
0.1097717,1.733214
0.1098022,1.719738
0.1098328,1.719963
0.1098633,1.748259
0.1098938,1.778303
0.1099243,1.811924
0.1099548,1.854543
0.1099854,1.902474
0.1100159,1.937576
0.1100464,1.951642
0.1100769,1.943936
0.1101074,1.915369
0.1101379,1.88681
0.1101685,1.861983
0.110199,1.825436
0.1102295,1.798013
0.11026,1.771633
0.1102905,1.761613
0.110321,1.747952
0.1103516,1.724372
0.1103821,1.71629
0.1104126,1.728183
0.1104431,1.746386
0.1104736,1.77906
0.1105042,1.826168
0.1105347,1.890355
0.1105652,1.984334
0.1105957,2.089835
0.1106262,2.189676
0.1106567,2.283751
0.1106873,2.35944
0.1107178,2.434919
0.1107483,2.500179
0.1107788,2.509897
0.1108093,2.514087
0.1108398,2.483834
0.1108704,2.437234
0.1109009,2.388064
0.1109314,2.298184
0.1109619,2.184915
0.1109924,2.054728
0.1110229,1.94844
0.1110535,1.872396
0.111084,1.835611
0.1111145,1.801603
0.111145,1.77775
0.1111755,1.786547
0.1112061,1.805385
0.1112366,1.838632
0.1112671,1.870868
0.1112976,1.909359
0.1113281,1.923206
0.1113586,1.936154
0.1113892,1.949915
0.1114197,1.939158
0.1114502,1.913896
0.1114807,1.851525
0.1115112,1.769293
0.1115417,1.710894
0.1115723,1.667172
0.1116028,1.626306
0.1116333,1.579074
0.1116638,1.524759
0.1116943,1.485171
0.1117249,1.457402
0.1117554,1.431594
0.1117859,1.401273
0.1118164,1.397333
0.1118469,1.410671
0.1118774,1.433918
0.111908,1.453497
0.1119385,1.458492
0.111969,1.469755
0.1119995,1.488369
0.11203,1.506866
0.1120605,1.496256
0.1120911,1.469373
0.1121216,1.430655
0.1121521,1.381231
0.1121826,1.327356
0.1122131,1.249145
0.1122437,1.182918
0.1122742,1.157695
0.1123047,1.162503
0.1123352,1.186338
0.1123657,1.227377
0.1123962,1.280999
0.1124268,1.348084
0.1124573,1.420418
0.1124878,1.471741
0.1125183,1.501988
0.1125488,1.538496
0.1125793,1.580395
0.1126099,1.61943
0.1126404,1.623871
0.1126709,1.624632
0.1127014,1.63631
0.1127319,1.637088
0.1127625,1.626017
0.112793,1.579508
0.1128235,1.547765
0.112854,1.534168
0.1128845,1.542453
0.112915,1.570607
0.1129456,1.575976
0.1129761,1.58865
0.1130066,1.599392
0.1130371,1.592949
0.1130676,1.575653
0.1130981,1.536486
0.1131287,1.506573
0.1131592,1.500355
0.1131897,1.482307
0.1132202,1.474312
0.1132507,1.473535
0.1132813,1.474647
0.1133118,1.502912
0.1133423,1.521209
0.1133728,1.527549
0.1134033,1.520317
0.1134338,1.520363
0.1134644,1.534014
0.1134949,1.555741
0.1135254,1.528393
0.1135559,1.50392
0.1135864,1.493057
0.1136169,1.502176
0.1136475,1.522191
0.113678,1.54758
0.1137085,1.587421
0.113739,1.64888
0.1137695,1.713892
0.1138,1.761392
0.1138306,1.767987
0.1138611,1.776328
0.1138916,1.771031
0.1139221,1.742181
0.1139526,1.706994
0.1139832,1.651936
0.1140137,1.590671
0.1140442,1.54232
0.1140747,1.50044
0.1141052,1.449572
0.1141357,1.395172
0.1141663,1.350006
0.1141968,1.336693
0.1142273,1.309801
0.1142578,1.265764
0.1142883,1.218238
0.1143188,1.187131
0.1143494,1.170629
0.1143799,1.146048
0.1144104,1.107797
0.1144409,1.08063
0.1144714,1.051639
0.114502,1.021867
0.1145325,1.00218
0.114563,0.9661243
0.1145935,0.9420626
0.114624,0.9252639
0.1146545,0.8966658
0.1146851,0.8536753
0.1147156,0.8098808
0.1147461,0.7752332
0.1147766,0.7552626
0.1148071,0.738028
0.1148376,0.731762
0.1148682,0.7336888
0.1148987,0.756421
0.1149292,0.7900153
0.1149597,0.831696
0.1149902,0.8678307
0.1150208,0.8992884
0.1150513,0.9125318
0.1150818,0.9111493
0.1151123,0.8780901
0.1151428,0.8405381
0.1151733,0.8075998
0.1152039,0.7929348
0.1152344,0.7719584
0.1152649,0.7329077
0.1152954,0.6802863
0.1153259,0.6405591
0.1153564,0.6163161
0.115387,0.5993988
0.1154175,0.5708057
0.115448,0.5540054
0.1154785,0.5608685
0.115509,0.5822377
0.1155396,0.5899372
0.1155701,0.5758245
0.1156006,0.5571697
0.1156311,0.5604131
0.1156616,0.563646
0.1156921,0.5604596
0.1157227,0.5545942
0.1157532,0.5695555
0.1157837,0.582705
0.1158142,0.6302412
0.1158447,0.6514645
0.1158752,0.6598116
0.1159058,0.6500068
0.1159363,0.6311925
0.1159668,0.6304925
0.1159973,0.6307688
0.1160278,0.6455684
0.1160583,0.6620964
0.1160889,0.6995131
0.1161194,0.7395132
0.1161499,0.7604223
0.1161804,0.7467272
0.1162109,0.7303193
0.1162415,0.7003416
0.116272,0.6795966
0.1163025,0.6706232
0.116333,0.67162
0.1163635,0.7008711
0.116394,0.7317509
0.1164246,0.7625459
0.1164551,0.785993
0.1164856,0.7894775
0.1165161,0.7710993
0.1165466,0.7191979
0.1165771,0.6574224
0.1166077,0.5985556
0.1166382,0.5607785
0.1166687,0.5420818
0.1166992,0.5470537
0.1167297,0.5683678
0.1167603,0.6123282
0.1167908,0.6716114
0.1168213,0.7425142
0.1168518,0.8095635
0.1168823,0.8692293
0.1169128,0.92147
0.1169434,0.9789395
0.1169739,1.010862
0.1170044,1.025484
0.1170349,1.00918
0.1170654,0.9829056
0.1170959,0.9531579
0.1171265,0.9261105
0.117157,0.8774033
0.1171875,0.8133808
0.117218,0.7577045
0.1172485,0.711268
0.1172791,0.6476796
0.1173096,0.5679618
0.1173401,0.4947408
0.1173706,0.4480802
0.1174011,0.4215008
0.1174316,0.4103715
0.1174622,0.3929226
0.1174927,0.4000551
0.1175232,0.4353043
0.1175537,0.4622794
0.1175842,0.4982753
0.1176147,0.5015199
0.1176453,0.4956599
0.1176758,0.4888982
0.1177063,0.4557856
0.1177368,0.423736
0.1177673,0.3835306
0.1177979,0.3671125
0.1178284,0.3652021
0.1178589,0.3769064
0.1178894,0.3858926
0.1179199,0.3857593
0.1179504,0.3692676
0.117981,0.3664294
0.1180115,0.3554187
0.118042,0.3100123
0.1180725,0.2682657
0.118103,0.233038
0.1181335,0.2141996
0.1181641,0.187293
0.1181946,0.14587
0.1182251,0.1164585
0.1182556,0.0970737
0.1182861,8.32E-02
0.1183167,0.0611899
0.1183472,2.92E-02
0.1183777,-7.17E-03
0.1184082,-2.90E-02
0.1184387,-3.34E-02
0.1184692,-3.52E-02
0.1184998,-3.97E-02
0.1185303,-2.78E-02
0.1185608,-4.16E-03
0.1185913,1.58E-02
0.1186218,2.75E-02
0.1186523,0.0220063
0.1186829,9.22E-03
0.1187134,0.0182573
0.1187439,0.0209228
0.1187744,1.63E-02
0.1188049,2.44E-02
0.1188354,3.79E-02
0.118866,7.59E-02
0.1188965,0.1174598
0.118927,0.1497674
0.1189575,0.1765564
0.118988,0.1969867
0.1190186,0.2136389
0.1190491,0.2348236
0.1190796,0.2423402
0.1191101,0.2589302
0.1191406,0.2690665
0.1191711,0.28833
0.1192017,0.3110814
0.1192322,0.3038638
0.1192627,0.2912323
0.1192932,0.2749713
0.1193237,0.2651004
0.1193542,0.2535457
0.1193848,0.2301191
0.1194153,0.2194493
0.1194458,0.2224791
0.1194763,0.2281245
0.1195068,0.2402238
0.1195374,0.2532056
0.1195679,0.2579122
0.1195984,0.2644365
0.1196289,0.2418897
0.1196594,0.1858327
0.1196899,0.1227221
0.1197205,7.06E-02
0.119751,1.86E-02
0.1197815,-1.88E-02
0.119812,-5.14E-02
0.1198425,-6.95E-02
0.119873,-6.21E-02
0.1199036,-4.66E-02
0.1199341,-2.20E-02
0.1199646,-2.56E-02
0.1199951,-2.38E-02
0.1200256,-0.0192581
0.1200562,-6.50E-03
0.1200867,1.07E-02
0.1201172,3.06E-02
0.1201477,6.50E-02
0.1201782,0.1336978
0.1202087,0.2131817
0.1202393,0.3051485
0.1202698,0.3832586
0.1203003,0.4448631
0.1203308,0.4917146
0.1203613,0.5139035
0.1203918,0.5033778
0.1204224,0.4557079
0.1204529,0.3899748
0.1204834,0.3244154
0.1205139,0.2726402
0.1205444,0.2092831
0.120575,0.1578127
0.1206055,0.1019622
0.120636,4.08E-02
0.1206665,-2.20E-02
0.120697,-8.37E-02
0.1207275,-0.1488513
0.1207581,-0.2157259
0.1207886,-0.232495
0.1208191,-0.2401243
0.1208496,-0.2386383
0.1208801,-0.2217135
0.1209106,-0.2039785
0.1209412,-0.1853744
0.1209717,-0.1721903
0.1210022,-0.1763136
0.1210327,-0.1822564
0.1210632,-0.195446
0.1210938,-0.1968199
0.1211243,-0.1981895
0.1211548,-0.2004093
0.1211853,-0.1944437
0.1212158,-0.1658493
0.1212463,-0.1419081
0.1212769,-0.1125369
0.1213074,-8.68E-02
0.1213379,-7.67E-02
0.1213684,-4.93E-02
0.1213989,-3.11E-02
0.1214294,-4.02E-02
0.12146,-4.74E-02
0.1214905,-8.36E-02
0.121521,-0.1196546
0.1215515,-0.1648032
0.121582,-0.2369918
0.1216125,-0.3299224
0.1216431,-0.4126557
0.1216736,-0.4896131
0.1217041,-0.5663639
0.1217346,-0.6402839
0.1217651,-0.6867223
0.1217957,-0.7211937
0.1218262,-0.7565474
0.1218567,-0.760005
0.1218872,-0.7589342
0.1219177,-0.7341819
0.1219482,-0.6887409
0.1219788,-0.6505596
0.1220093,-0.5971578
0.1220398,-0.5438351
0.1220703,-0.493399
0.1221008,-0.4521896
0.1221313,-0.4156049
0.1221619,-0.3891258
0.1221924,-0.3762657
0.1222229,-0.3707018
0.1222534,-0.3506859
0.1222839,-0.3334687
0.1223145,-0.3162352
0.122345,-0.2754868
0.1223755,-0.2438791
0.122406,-0.2060071
0.1224365,-0.1963723
0.122467,-0.2158153
0.1224976,-0.2497321
0.1225281,-0.2726935
0.1225586,-0.2982784
0.1225891,-0.3256252
0.1226196,-0.3456348
0.1226501,-0.3428848
0.1226807,-0.3401411
0.1227112,-0.3483287
0.1227417,-0.3673575
0.1227722,-0.4062929
0.1228027,-0.453302
0.1228333,-0.4947521
0.1228638,-0.5587953
0.1228943,-0.6108252
0.1229248,-0.6581978
0.1229553,-0.6773047
0.1229858,-0.6699912
0.1230164,-0.6554316
0.1230469,-0.6518337
0.1230774,-0.6501352
0.1231079,-0.6465468
0.1231384,-0.6393037
0.1231689,-0.6384863
0.1231995,-0.643101
0.12323,-0.6340904
0.1232605,-0.6178994
0.123291,-0.5953406
0.1233215,-0.5755253
0.1233521,-0.5903068
0.1233826,-0.617681
0.1234131,-0.6505345
0.1234436,-0.6931857
0.1234741,-0.7457309
0.1235046,-0.8072278
0.1235352,-0.8576329
0.1235657,-0.8970366
0.1235962,-0.9372476
0.1236267,-0.9709395
0.1236572,-1.009177
0.1236877,-1.031806
0.1237183,-1.045338
0.1237488,-1.062432
0.1237793,-1.07673
0.1238098,-1.091047
0.1238403,-1.095312
0.1238708,-1.116835
0.1239014,-1.156425
0.1239319,-1.192243
0.1239624,-1.234309
0.1239929,-1.259047
0.1240234,-1.29641
0.124054,-1.333669
0.1240845,-1.367222
0.124115,-1.382433
0.1241455,-1.390396
0.124176,-1.394731
0.1242065,-1.403567
0.1242371,-1.404196
0.1242676,-1.393099
0.1242981,-1.377388
0.1243286,-1.377156
0.1243591,-1.376004
0.1243896,-1.373996
0.1244202,-1.372843
0.1244507,-1.387191
0.1244812,-1.391487
0.1245117,-1.358534
0.1245422,-1.318402
0.1245728,-1.277456
0.1246033,-1.337322
0.1246338,-1.549613
0.1246643,-1.906474
0.1246948,-2.367726
0.1247253,-2.846723
0.1247559,-3.232821
0.1247864,-3.476279
0.1248169,-3.612875
0.1248474,-3.730906
0.1248779,-3.95121
0.1249084,-4.272598
0.124939,-4.627601
0.1249695,-4.890883
0.125,-4.961918
0.1250305,-4.814912
0.125061,-4.413215
0.1250916,-3.799254
0.1251221,-3.008203
0.1251526,-2.08027
0.1251831,-1.109452
0.1252136,-0.1702662
0.1252441,0.7037975
0.1252747,1.431245
0.1253052,1.972485
0.1253357,2.256357
0.1253662,2.221717
0.1253967,1.834988
0.1254272,1.15613
0.1254578,0.2694197
0.1254883,-0.7583638
0.1255188,-1.833274
0.1255493,-2.835492
0.1255798,-3.667125
0.1256104,-4.270517
0.1256409,-4.622654
0.1256714,-4.764182
0.1257019,-4.702924
0.1257324,-4.484769
0.1257629,-4.155547
0.1257935,-3.720986
0.125824,-3.23044
0.1258545,-2.714821
0.125885,-2.206913
0.1259155,-1.769379
0.125946,-1.399228
0.1259766,-1.078153
0.1260071,-0.7833189
0.1260376,-0.5174046
0.1260681,-0.2821645
0.1260986,-0.1047397
0.1261292,-3.17E-03
0.1261597,3.10E-02
0.1261902,-0.0237927
0.1262207,-0.1765231
0.1262512,-0.4314464
0.1262817,-0.7718712
0.1263123,-1.188535
0.1263428,-1.707602
0.1263733,-2.284302
0.1264038,-2.884788
0.1264343,-3.449241
0.1264648,-3.917758
0.1264954,-4.214359
0.1265259,-4.315027
0.1265564,-4.195745
0.1265869,-3.891647
0.1266174,-3.425807
0.1266479,-2.871352
0.1266785,-2.271183
0.126709,-1.703426
0.1267395,-1.1799
0.12677,-0.7621326
0.1268005,-0.4725503
0.1268311,-0.3271088
0.1268616,-0.3553932
0.1268921,-0.5606641
0.1269226,-0.9160212
0.1269531,-1.371198
0.1269836,-1.839685
0.1270142,-2.236056
0.1270447,-2.494401
0.1270752,-2.551427
0.1271057,-2.394975
0.1271362,-2.045632
0.1271667,-1.543769
0.1271973,-0.9942262
0.1272278,-0.4951538
0.1272583,-0.1281455
0.1272888,6.91E-02
0.1273193,7.70E-02
0.1273499,-9.58E-02
0.1273804,-0.4368446
0.1274109,-0.9040962
0.1274414,-1.481795
0.1274719,-2.123259
0.1275024,-2.812933
0.127533,-3.475311
0.1275635,-4.029773
0.127594,-4.451152
0.1276245,-4.714351
0.127655,-4.806178
0.1276855,-4.72068
0.1277161,-4.485674
0.1277466,-4.12695
0.1277771,-3.709291
0.1278076,-3.27271
0.1278381,-2.859071
0.1278687,-2.501026
0.1278992,-2.185674
0.1279297,-1.950989
0.1279602,-1.783205
0.1279907,-1.69118
0.1280212,-1.641141
0.1280518,-1.617536
0.1280823,-1.60766
0.1281128,-1.592312
0.1281433,-1.547092
0.1281738,-1.449313
0.1282043,-1.314558
0.1282349,-1.168378
0.1282654,-1.061645
0.1282959,-1.00872
0.1283264,-1.027649
0.1283569,-1.113662
0.1283875,-1.248454
0.128418,-1.419199
0.1284485,-1.552253
0.128479,-1.660472
0.1285095,-1.749293
0.12854,-1.815227
0.1285706,-1.892759
0.1286011,-1.945603
0.1286316,-1.991037
0.1286621,-2.021755
0.1286926,-2.016129
0.1287231,-1.976026
0.1287537,-1.912463
0.1287842,-1.858097
0.1288147,-1.811131
0.1288452,-1.774233
0.1288757,-1.731995
0.1289063,-1.712507
0.1289368,-1.703991
0.1289673,-1.720027
0.1289978,-1.720572
0.1290283,-1.702006
0.1290588,-1.647229
0.1290894,-1.556275
0.1291199,-1.416609
0.1291504,-1.249049
0.1291809,-1.039329
0.1292114,-0.8038576
0.1292419,-0.5926306
0.1292725,-0.4309141
0.129303,-0.3404274
0.1293335,-0.3164645
0.129364,-0.356102
0.1293945,-0.4755276
0.129425,-0.6608568
0.1294556,-0.8865228
0.1294861,-1.151502
0.1295166,-1.431275
0.1295471,-1.738374
0.1295776,-1.99753
0.1296082,-2.223275
0.1296387,-2.390305
0.1296692,-2.478819
0.1296997,-2.480906
0.1297302,-2.407663
0.1297607,-2.260143
0.1297913,-2.077607
0.1298218,-1.871013
0.1298523,-1.692246
0.1298828,-1.531161
0.1299133,-1.406815
0.1299438,-1.318135
0.1299744,-1.266978
0.1300049,-1.269481
0.1300354,-1.306458
0.1300659,-1.338755
0.1300964,-1.398243
0.130127,-1.487475
0.1301575,-1.584643
0.130188,-1.677946
0.1302185,-1.756468
0.130249,-1.823911
0.1302795,-1.902032
0.1303101,-1.969929
0.1303406,-2.048624
0.1303711,-2.117032
0.1304016,-2.172554
0.1304321,-2.223405
0.1304626,-2.244999
0.1304932,-2.242052
0.1305237,-2.22464
0.1305542,-2.17089
0.1305847,-2.125453
0.1306152,-2.079215
0.1306458,-2.020397
0.1306763,-1.982602
0.1307068,-1.958512
0.1307373,-1.990815
0.1307678,-2.043899
0.1307983,-2.082246
0.1308289,-2.117799
0.1308594,-2.120596
0.1308899,-2.103359
0.1309204,-2.066202
0.1309509,-1.989219
0.1309814,-1.876118
0.131012,-1.766974
0.1310425,-1.653537
0.131073,-1.542166
0.1311035,-1.422969
0.131134,-1.30683
0.1311646,-1.214556
0.1311951,-1.167933
0.1312256,-1.164093
0.1312561,-1.204694
0.1312866,-1.276066
0.1313171,-1.374465
0.1313477,-1.471682
0.1313782,-1.54416
0.1314087,-1.611862
0.1314392,-1.64764
0.1314697,-1.689726
0.1315002,-1.71619
0.1315308,-1.725367
0.1315613,-1.709061
0.1315918,-1.658308
0.1316223,-1.612261
0.1316528,-1.554491
0.1316833,-1.496014
0.1317139,-1.460332
0.1317444,-1.438351
0.1317749,-1.451823
0.1318054,-1.475204
0.1318359,-1.523053
0.1318665,-1.557219
0.131897,-1.572125
0.1319275,-1.567087
0.131958,-1.538437
0.1319885,-1.475373
0.132019,-1.396175
0.1320496,-1.314437
0.1320801,-1.222902
0.1321106,-1.139785
0.1321411,-1.062256
0.1321716,-0.9940851
0.1322021,-0.9351254
0.1322327,-0.8935923
0.1322632,-0.8767028
0.1322937,-0.8798137
0.1323242,-0.8892608
0.1323547,-0.9286478
0.1323853,-0.956086
0.1324158,-0.9644048
0.1324463,-0.9808767
0.1324768,-0.977343
0.1325073,-0.9783318
0.1325378,-0.9611261
0.1325684,-0.9340141
0.1325989,-0.9178354
0.1326294,-0.9090206
0.1326599,-0.8883852
0.1326904,-0.8623696
0.1327209,-0.8391058
0.1327515,-0.8223097
0.132782,-0.832716
0.1328125,-0.8286874
0.132843,-0.8227746
0.1328735,-0.8141282
0.1329041,-0.7982386
0.1329346,-0.7842807
0.1329651,-0.7648641
0.1329956,-0.7173592
0.1330261,-0.678157
0.1330566,-0.6418034
0.1330872,-0.6391137
0.1331177,-0.6264802
0.1331482,-0.6555651
0.1331787,-0.7263183
0.1332092,-0.8250179
0.1332397,-0.9570822
0.1332703,-1.10051
0.1333008,-1.236412
0.1333313,-1.369139
0.1333618,-1.476057
0.1333923,-1.545576
0.1334229,-1.601232
0.1334534,-1.605038
0.1334839,-1.576967
0.1335144,-1.517228
0.1335449,-1.418702
0.1335754,-1.298582
0.133606,-1.155157
0.1336365,-1.017603
0.133667,-0.916728
0.1336975,-0.8396165
0.133728,-0.7972533
0.1337585,-0.7904614
0.1337891,-0.8244563
0.1338196,-0.886556
0.1338501,-0.9502574
0.1338806,-1.025627
0.1339111,-1.111656
0.1339417,-1.165714
0.1339722,-1.201435
0.1340027,-1.193478
0.1340332,-1.156546
0.1340637,-1.120563
0.1340942,-1.042863
0.1341248,-0.9581639
0.1341553,-0.8855275
0.1341858,-0.8302933
0.1342163,-0.7951617
0.1342468,-0.7791638
0.1342773,-0.7795631
0.1343079,-0.7817896
0.1343384,-0.7786363
0.1343689,-0.7726811
0.1343994,-0.7376863
0.1344299,-0.702721
0.1344604,-0.6633907
0.134491,-0.6078664
0.1345215,-0.5397314
0.134552,-0.4509018
0.1345825,-0.3432642
0.134613,-0.2685046
0.1346436,-0.2049295
0.1346741,-0.1578193
0.1347046,-0.1371401
0.1347351,-0.1373895
0.1347656,-0.148563
0.1347961,-0.1678849
0.1348267,-0.1762296
0.1348572,-0.187298
0.1348877,-0.2001063
0.1349182,-0.2038465
0.1349487,-0.2012895
0.1349792,-0.1850057
0.1350098,-0.1588769
0.1350403,-0.1290939
0.1350708,-9.58E-02
0.1351013,-5.35E-02
0.1351318,5.81E-03
0.1351624,4.96E-02
0.1351929,5.61E-02
0.1352234,6.63E-02
0.1352539,7.99E-02
0.1352844,0.1027335
0.1353149,0.1290121
0.1353455,0.1588824
0.135376,0.1941048
0.1354065,0.2338104
0.135437,0.2734705
0.1354675,0.3029532
0.135498,0.3296098
0.1355286,0.3507622
0.1355591,0.3637393
0.1355896,0.3539755
0.1356201,0.3360578
0.1356506,0.334544
0.1356812,0.3429818
0.1357117,0.3731855
0.1357422,0.3987909
0.1357727,0.4324443
0.1358032,0.46149
0.1358337,0.4940579
0.1358643,0.5211052
0.1358948,0.5136548
0.1359253,0.4780242
0.1359558,0.4434023
0.1359863,0.3907436
0.1360168,0.3200352
0.1360474,0.2441428
0.1360779,0.1747381
0.1361084,0.1000855
0.1361389,4.65E-02
0.1361694,-3.24E-02
0.1362,-0.1009925
0.1362305,-0.1512905
0.136261,-0.2051162
0.1362915,-0.2506192
0.136322,-0.2841594
0.1363525,-0.3077216
0.1363831,-0.3148625
0.1364136,-0.3101426
0.1364441,-0.3054341
0.1364746,-0.2989671
0.1365051,-0.2697501
0.1365356,-0.2370089
0.1365662,-0.1952597
0.1365967,-0.1364092
0.1366272,-8.14E-02
0.1366577,-1.10E-02
0.1366882,4.46E-02
0.1367188,7.75E-02
0.1367493,0.1011493
0.1367798,0.1338202
0.1368103,0.1546239
0.1368408,0.172564
0.1368713,0.1623796
0.1369019,0.1604005
0.1369324,0.1556794
0.1369629,0.1518859
0.1369934,0.1462709
0.1370239,0.147018
0.1370544,0.1677211
0.137085,0.2119891
0.1371155,0.2579696
0.137146,0.3038267
0.1371765,0.3422975
0.137207,0.3634527
0.1372375,0.3799118
0.1372681,0.3800293
0.1372986,0.3947325
0.1373291,0.4374714
0.1373596,0.4800949
0.1373901,0.5252889
0.1374207,0.5903802
0.1374512,0.6625594
0.1374817,0.7390608
0.1375122,0.7990595
0.1375427,0.8343596
0.1375732,0.8704783
0.1376038,0.8937414
0.1376343,0.9015585
0.1376648,0.8966563
0.1376953,0.8735756
0.1377258,0.843351
0.1377563,0.8158895
0.1377869,0.7967381
0.1378174,0.7739117
0.1378479,0.7511433
0.1378784,0.7602323
0.1379089,0.7747265
0.1379395,0.797358
0.13797,0.8380539
0.1380005,0.8850472
0.138031,0.924588
0.1380615,0.9758
0.138092,1.003374
0.1381226,1.042589
0.1381531,1.084443
0.1381836,1.135215
0.1382141,1.148678
0.1382446,1.16387
0.1382751,1.187258
0.1383057,1.203255
0.1383362,1.212918
0.1383667,1.219805
0.1383972,1.237534
0.1384277,1.267052
0.1384583,1.296487
0.1384888,1.30588
0.1385193,1.312498
0.1385498,1.329957
0.1385803,1.327407
0.1386108,1.327605
0.1386414,1.327799
0.1386719,1.315292
0.1387024,1.32088
0.1387329,1.308443
0.1387634,1.311354
0.1387939,1.29521
0.1388245,1.263723
0.138855,1.235856
0.1388855,1.216299
0.138916,1.219433
0.1389465,1.213522
0.1389771,1.212139
0.1390076,1.208069
0.1390381,1.227627
0.1390686,1.234311
0.1390991,1.257392
0.1391296,1.265819
0.1391602,1.285206
0.1391907,1.305392
0.1392212,1.312823
0.1392517,1.322916
0.1392822,1.328461
0.1393127,1.318544
0.1393433,1.306818
0.1393738,1.246108
0.1394043,1.197395
0.1394348,1.146062
0.1394653,1.080334
0.1394958,1.028389
0.1395264,0.9911655
0.1395569,0.9657564
0.1395874,0.9722109
0.1396179,0.9732126
0.1396484,0.9751238
0.139679,0.9724488
0.1397095,0.968923
0.13974,0.9735208
0.1397705,0.9717553
0.139801,0.9600424
0.1398315,0.9537894
0.1398621,0.9566439
0.1398926,0.9730371
0.1399231,0.9776646
0.1399536,0.9659188
0.1399841,0.9723284
0.1400146,0.9968449
0.1400452,1.041312
0.1400757,1.071131
0.1401062,1.083655
0.1401367,1.116039
0.1401672,1.141986
0.1401978,1.153394
0.1402283,1.156588
0.1402588,1.157024
0.1402893,1.181014
0.1403198,1.222209
0.1403503,1.264205
0.1403809,1.309687
0.1404114,1.358705
0.1404419,1.412165
0.1404724,1.470849
0.1405029,1.519423
0.1405334,1.548758
0.140564,1.585334
0.1405945,1.623576
0.140625,1.673553
0.1406555,1.719728
0.140686,1.743985
0.1407166,1.755475
0.1407471,1.781456
0.1407776,1.791919
0.1408081,1.796
0.1408386,1.805557
0.1408691,1.818622
0.1408997,1.843487
0.1409302,1.86834
0.1409607,1.89306
0.1409912,1.893232
0.1410217,1.908778
0.1410522,1.91158
0.1410828,1.928895
0.1411133,1.931631
0.1411438,1.926174
0.1411743,1.953439
0.1412048,1.976963
0.1412354,2.012258
0.1412659,2.042019
0.1412964,2.077981
0.1413269,2.116526
0.1413574,2.150506
0.1413879,2.169006
